userID,qID,ratings
18,22,4.0
18,23,2.5
18,24,3.0
18,25,3.0
19,1,5.0
19,2,5.0
19,3,1.0
19,4,1.5
19,5,1.5
19,6,3.0
19,7,2.5
19,8,2.5
19,9,3.5
19,10,3.5
19,11,3.0
19,12,4.0
19,13,4.5
19,14,5.0
19,15,3.5
19,16,2.5
19,17,5.0
19,18,4.0
19,19,2.5
19,20,3.0
19,21,3.0
19,22,5.0
19,23,5.0
19,24,1.0
19,25,1.5
20,1,1.5
20,2,3.0
20,3,2.5
20,4,2.5
20,5,3.5
20,6,3.5
20,7,3.0
20,8,4.0
20,9,4.5
20,10,5.0
20,11,2.5
20,12,3.0
20,13,3.0
20,14,5.0
20,15,5.0
20,16,1.0
20,17,1.5
20,18,1.5
20,19,3.0
20,20,2.5
20,21,2.5
20,22,3.5
20,23,3.5
20,24,3.0
20,25,4.0
21,1,4.0
21,2,2.5
21,3,3.0
21,4,3.0
21,5,5.0
21,6,5.0
21,7,1.0
21,8,1.5
21,9,1.5
21,10,3.0
21,11,2.5
21,12,2.5
21,13,3.5
21,14,3.5
21,15,3.0
21,16,1.5
21,17,1.5
21,18,3.0
21,19,2.5
21,20,2.5
21,21,3.5
21,22,3.5
21,23,3.5
21,24,4.0
21,25,4.5
22,1,1.0
22,2,3.5
22,3,4.5
22,4,4.0
22,5,4.0
22,6,1.0
22,7,2.0
22,8,2.5
22,9,2.5
22,10,3.0
22,11,1.5
22,12,5.0
22,13,4.5
22,14,4.0
22,15,3.0
22,16,3.0
22,17,3.5
22,18,1.0
22,19,2.0
22,20,3.0
22,21,3.5
22,22,4.0
22,23,5.0
22,24,3.5
22,25,3.0
23,1,3.5
23,2,4.0
23,3,4.0
23,4,5.0
23,5,3.5
23,6,1.0
23,7,2.5
23,8,3.0
23,9,3.0
23,10,1.5
23,11,2.0
23,12,2.0
23,13,3.0
23,14,2.5
23,15,2.5
23,16,3.0
23,17,1.0
23,18,2.5
23,19,5.0
23,20,4.0
23,21,3.5
23,22,3.0
23,23,5.0
23,24,1.0
23,25,1.5
24,1,3.0
24,2,3.5
24,3,4.0
24,4,1.0
24,5,5.0
24,6,2.5
24,7,1.0
24,8,3.0
24,9,4.5
24,10,5.0
24,11,2.0
24,12,3.0
24,13,4.5
24,14,2.5
24,15,1.0
24,16,2.0
24,17,3.5
24,18,4.0
24,19,5.0
24,20,1.5
24,21,2.5
24,22,3.0
24,23,3.5
24,24,4.5
24,25,5.0
25,1,2.0
25,2,1.5
25,3,3.5
25,4,4.5
25,5,5.0
25,6,3.5
25,7,2.5
25,8,1.5
25,9,3.0
25,10,4.0
25,11,4.5
25,12,1.5
25,13,2.5
25,14,3.0
25,15,3.5
25,16,4.5
25,17,5.0
25,18,1.5
25,19,2.0
25,20,1.0
25,21,4.5
25,22,5.0
25,23,5.0
25,24,4.0
25,25,3.5
26,1,2.5
26,2,3.0
26,3,2.0
26,4,5.0
26,5,2.0
26,6,3.5
26,7,4.5
26,8,4.5
26,9,5.0
26,10,2.5
26,11,3.0
26,12,3.5
26,13,4.0
26,14,1.5
26,15,3.0
26,16,2.5
26,17,3.5
26,18,2.5
26,19,2.5
26,20,4.5
26,21,1.0
26,22,3.0
26,22,4.5
26,23,5.0
26,24,4.0
26,25,2.0
27,1,3.0
27,2,1.5
27,3,2.5
27,4,3.0
27,5,4.0
27,6,5.0
27,7,1.0
27,8,3.5
27,9,3.5
27,10,4.5
27,11,2.0
27,12,3.0
27,13,3.0
27,14,4.0
27,15,2.5
27,16,5.0
27,17,3.5
27,18,1.0
27,19,3.5
27,20,4.5
27,21,3.0
27,22,4.0
27,22,3.0
27,23,1.5
27,24,2.5
27,25,2.0
28,1,3.0
28,2,2.5
28,3,3.0
28,4,1.0
28,5,1.5
28,6,4.5
28,7,5.0
28,8,2.5
28,9,4.5
28,10,5.0
28,11,3.5
28,12,2.0
28,13,4.5
28,14,1.5
28,14,3.0
28,15,1.5
28,16,4.0
28,17,1.0
28,18,3.0
28,19,4.5
28,20,3.5
28,21,2.5
28,22,3.5
28,23,5.0
28,24,3.0
28,25,1.0
29,1,3.0
29,2,3.5
29,3,4.0
29,4,3.0
29,5,4.5
29,6,1.5
29,7,3.0
29,8,3.0
29,9,4.5
29,10,5.0
29,11,2.0
29,12,3.5
29,13,4.0
29,14,3.0
29,15,2.0
29,16,1.5
29,17,3.5
29,18,1.0
29,19,4.0
29,20,2.5
29,21,5.0
29,22,3.5
29,23,4.0
29,23,1.0
29,24,3.5
29,25,1.0
30,1,2.5
30,2,4.5
30,3,4.0
30,4,1.5
30,5,5.0
30,6,4.0
30,7,3.5
30,8,3.0
30,9,2.5
30,10,1.0
30,11,3.0
30,12,4.0
30,13,4.5
30,14,5.0
30,15,3.5
30,16,2.0
30,17,5.0
30,18,5.0
30,19,3.0
30,20,4.5
30,21,4.0
30,22,5.0
30,23,2.0
30,24,2.0
30,25,1.0
31,1,5.0
31,2,3.5
31,3,4.0
31,4,2.5
31,5,1.0
31,6,4.5
31,7,5.0
31,8,1.0
31,9,2.5
31,10,3.0
31,11,1.5
31,12,5.0
31,13,4.5
31,14,3.0
31,15,2.5
31,16,4.0
31,17,2.0
31,18,1.0
31,19,1.0
31,20,4.5
31,20,4.0
31,21,3.5
31,22,5.0
31,23,3.0
31,24,5.0
31,25,4.5
32,1,3.5
32,2,4.0
32,3,5.0
32,4,2.0
32,5,1.5
32,6,3.0
32,7,4.5
32,8,3.5
32,9,2.5
32,10,2.0
32,11,2.0
32,12,3.5
32,13,4.0
32,14,4.5
32,15,2.5
32,16,4.0
32,17,1.0
32,18,3.0
32,19,5.0
32,20,5.0
32,21,1.0
32,22,2.0
32,23,3.5
32,24,4.0
32,25,4.5
33,1,3.0
33,2,5.0
33,3,3.0
33,4,2.5
33,5,2.0
33,6,1.0
33,7,4.0
33,8,5.0
33,9,5.0
33,10,3.5
33,11,2.0
33,12,2.0
33,13,2.0
33,14,5.0
33,15,1.0
33,16,1.5
33,17,3.0
33,18,4.5
33,19,3.0
33,20,1.0
33,21,5.0
33,22,3.0
33,23,3.5
33,24,2.0
33,25,1.0
34,1,3.0
34,2,1.5
34,3,5.0
34,4,2.5
34,5,4.0
34,6,3.5
34,7,1.0
34,8,2.5
34,9,3.0
34,10,5.0
34,11,1.5
34,12,4.0
34,13,4.5
34,14,2.5
34,15,2.0
34,16,3.0
34,17,5.0
34,18,2.0
34,19,1.5
34,20,1.0
34,21,4.0
34,22,5.0
34,23,1.0
34,23,3.5
34,24,2.0
34,25,2.0
35,1,3.0
35,2,4.5
35,3,1.5
35,4,3.0
35,5,5.0
35,6,4.0
35,7,3.0
35,8,1.0
35,9,1.0
35,10,3.5
35,11,3.0
35,12,4.0
35,13,4.5
35,14,4.0
35,15,5.0
35,16,2.0
35,17,3.0
35,18,4.5
35,19,3.0
35,20,2.5
35,21,3.5
35,22,2.0
35,23,2.0
35,24,1.0
35,25,3.5
36,1,4.5
36,2,3.0
36,3,2.0
36,4,1.5
36,5,1.0
36,6,3.5
36,7,2.0
36,8,4.5
36,9,2.0
36,10,3.0
36,11,5.0
36,12,4.5
36,13,4.0
36,14,3.0
36,15,2.5
36,16,1.0
36,17,5.0
36,18,2.0
36,19,4.5
36,20,4.0
36,21,1.0
36,22,3.0
36,23,5.0
36,24,5.0
36,25,3.0
37,1,1.0
37,2,3.0
37,3,4.5
37,4,3.5
37,5,2.5
37,6,3.5
37,7,5.0
37,8,3.0
37,9,1.0
37,10,3.0
37,11,3.5
37,12,4.0
37,13,3.0
37,14,4.5
37,15,1.5
37,16,3.0
37,17,3.0
37,18,4.5
37,19,5.0
37,20,2.0
37,21,3.5
37,22,2.0
37,23,4.5
37,24,2.0
37,25,3.0
38,1,5.0
38,2,4.5
38,3,4.0
38,4,3.0
38,5,2.5
38,6,1.0
38,7,5.0
38,8,2.0
38,9,4.5
38,10,4.0
38,11,1.0
38,12,3.0
38,13,5.0
38,14,5.0
38,15,3.0
38,16,4.0
38,17,4.5
38,18,4.0
38,19,5.0
38,20,2.0
38,21,3.0
38,22,4.5
38,23,3.0
38,24,2.5
38,25,3.5
39,1,2.0
39,2,2.0
39,3,1.0
39,4,3.5
39,5,4.5
39,6,3.0
39,7,2.0
39,8,3.0
39,9,3.5
39,10,4.0
39,11,4.0
39,12,2.0
39,13,2.5
39,14,3.5
39,15,5.0
39,16,5.0
39,17,5.0
39,18,1.0
39,19,1.5
39,20,2.0
39,21,5.0
39,22,2.0
39,23,3.5
39,24,4.5
39,25,3.0
40,1,2.0
40,2,2.0
40,3,2.0
40,4,1.0
40,5,1.5
40,6,3.0
40,7,3.0
40,8,2.5
40,9,2.0
40,10,5.0
40,11,4.0
40,12,4.0
40,13,3.5
40,14,1.0
40,15,1.5
40,16,2.0
40,17,2.0
40,18,3.5
40,19,4.0
40,20,4.5
40,21,5.0
40,22,4.0
40,23,4.0
40,24,3.5
40,25,3.5
41,1,2.5
41,2,5.0
41,3,4.0
41,4,1.5
41,5,1.0
41,6,1.0
41,7,1.0
41,8,3.0
41,9,4.0
41,10,4.5
41,11,5.0
41,12,3.5
41,13,2.5
41,14,5.0
41,15,4.0
41,16,2.5
41,17,3.0
41,18,3.0
41,19,5.0
41,20,5.0
41,21,1.0
41,22,1.5
41,23,1.5
41,24,3.0
41,25,2.5
42,1,2.5
42,2,3.5
42,3,3.5
42,4,3.0
42,5,4.0
42,6,4.5
42,7,5.0
42,8,3.5
42,9,3.5
42,10,4.5
42,11,5.0
42,12,1.0
42,13,2.0
42,14,5.0
42,15,4.0
42,16,4.5
42,17,3.0
42,18,2.5
42,19,3.5
42,20,5.0
42,21,3.5
42,22,4.0
42,23,5.0
42,24,3.5
42,25,5.0
43,1,3.5
43,2,1.0
43,3,5.0
43,4,5.0
43,5,2.5
43,6,5.0
43,7,4.5
43,8,4.0
43,9,4.0
43,10,3.5
43,11,3.0
43,12,3.0
43,13,2.0
43,14,1.5
43,15,4.0
43,16,4.5
43,17,1.5
43,18,2.5
43,19,3.0
43,20,3.5
43,21,4.5
43,22,5.0
43,23,1.5
43,24,2.0
43,25,1.0
44,1,4.5
44,2,5.0
44,3,5.0
44,4,4.0
44,5,3.5
44,6,2.5
44,7,3.0
44,8,2.0
44,9,5.0
44,10,2.0
44,11,3.5
44,12,4.5
44,13,4.5
44,14,5.0
44,15,2.5
44,16,3.0
44,17,3.5
44,18,4.0
44,19,1.5
44,20,3.0
44,21,2.5
44,22,3.5
44,23,2.5
44,24,2.5
44,25,4.5
45,1,1.0
45,2,3.0
45,3,4.5
45,4,5.0
45,5,5.0
45,6,3.0
45,7,2.5
45,8,1.0
45,9,1.0
45,10,5.0
45,11,4.5
45,12,4.0
45,13,3.0
45,14,3.0
45,15,2.5
45,16,5.0
45,17,4.5
45,18,2.0
45,19,3.5
45,20,3.5
45,21,1.0
45,22,1.0
45,23,3.5
45,24,3.0
45,25,3.0
46,1,4.0
46,2,1.5
46,3,2.0
46,4,4.0
46,5,3.0
46,6,5.0
46,7,5.0
46,8,2.0
46,9,3.0
46,10,1.0
46,11,5.0
46,12,4.5
46,13,3.5
46,14,3.5
46,15,2.0
46,16,1.5
46,17,1.0
46,18,4.5
46,19,3.5
46,20,3.0
46,21,1.0
46,22,4.5
46,23,5.0
46,24,1.0
46,25,2.5
47,1,3.0
47,2,1.5
47,3,5.0
47,4,4.5
47,5,3.0
47,6,2.5
47,7,4.0
47,8,2.0
47,9,1.0
47,10,1.0
47,11,4.5
47,12,4.0
47,13,5.0
47,14,4.5
47,15,3.0
47,16,2.5
47,17,2.0
47,18,1.5
47,19,1.0
47,20,1.0
47,21,2.5
47,22,3.0
47,23,3.5
47,24,5.0
47,25,1.0
48,1,3.0
48,2,2.5
48,3,1.0
48,4,4.5
48,5,4.0
48,6,5.0
48,7,3.0
48,8,3.0
48,9,1.5
48,10,2.5
48,11,4.0
48,12,5.0
48,13,3.0
48,14,4.0
48,15,5.0
48,16,5.0
48,17,1.0
48,18,2.0
48,19,2.0
48,20,2.5
48,21,3.5
48,22,3.0
48,23,1.0
48,24,1.0
48,25,1.5
49,1,4.5
49,2,2.5
49,3,2.0
49,4,3.0
49,5,3.0
49,6,4.5
49,7,3.5
49,8,5.0
49,9,3.0
49,10,1.0
49,11,1.0
49,12,2.5
49,13,2.0
49,14,3.0
49,15,3.5
49,16,4.0
49,17,5.0
49,18,2.0
49,19,3.0
49,20,5.0
49,21,3.5
49,22,2.5
49,23,1.5
49,24,1.5
49,25,2.5
50,1,2.0
50,2,4.5
50,3,3.0
50,4,3.5
50,5,1.0
50,6,5.0
50,7,2.0
50,8,3.0
50,9,4.0
50,10,3.0
50,11,2.0
50,12,2.0
50,13,1.0
50,14,2.0
50,15,5.0
50,16,3.0
50,17,3.5
50,18,4.5
50,19,4.0
50,20,5.0
50,21,1.0
50,22,2.5
50,23,3.0
50,24,2.5
50,25,5.0
51,1,5.0
51,2,3.0
51,3,3.0
51,4,4.0
51,5,4.0
51,6,4.0
51,7,4.0
51,8,5.0
51,9,3.0
51,10,2.0
51,11,4.0
51,12,5.0
51,13,5.0
51,14,2.0
51,15,3.0
51,16,2.0
51,17,4.0
51,18,3.0
51,19,2.0
51,20,4.0
51,21,4.0
51,22,3.0
51,23,4.0
51,24,2.0
51,25,1.0
52,1,4.0
52,2,2.0
52,3,2.0
52,4,5.0
52,5,4.0
52,6,4.0
52,7,5.0
52,8,4.0
52,9,3.0
52,10,3.0
52,11,4.0
52,12,3.0
52,13,4.0
52,14,4.0
52,15,3.0
52,16,2.0
52,17,2.0
52,18,1.0
52,19,3.0
52,20,5.0
52,21,4.0
52,22,3.0
52,23,3.0
52,24,4.0
52,25,2.0
53,1,3.0
53,2,2.0
53,3,2.0
53,4,3.0
53,5,2.0
53,6,1.0
53,7,2.0
53,8,3.0
53,9,4.0
53,10,2.0
53,11,3.0
53,12,3.0
53,13,3.0
53,14,4.0
53,15,3.0
53,16,2.0
53,17,2.0
53,18,3.0
53,19,3.0
53,20,2.0
53,21,5.0
53,22,4.0
53,23,3.0
53,24,4.0
53,25,5.0
54,1,4.0
54,2,3.0
54,3,4.0
54,4,2.0
54,5,2.0
54,6,3.0
54,7,3.0
54,8,5.0
54,9,5.0
54,10,5.0
54,11,4.0
54,12,5.0
54,13,4.0
54,14,3.0
54,15,5.0
54,16,5.0
54,17,5.0
54,18,5.0
54,19,5.0
54,20,4.0
54,21,5.0
54,22,5.0
54,23,3.0
54,24,3.0
54,25,3.0
55,1,5.0
55,2,2.0
55,3,3.0
55,4,2.0
55,5,3.0
55,6,4.0
55,7,3.0
55,8,5.0
55,9,3.0
55,10,2.0
55,11,4.0
55,12,3.0
55,13,5.0
55,14,3.0
55,15,2.0
55,16,3.0
55,17,4.0
55,18,2.0
55,19,3.0
55,20,3.0
55,21,4.0
55,22,3.0
55,23,2.0
55,24,3.0
55,25,5.0
56,1,3.0
56,2,3.0
56,3,3.0
56,4,3.0
56,5,3.0
56,6,3.0
56,7,3.0
56,8,3.0
56,9,3.0
56,10,3.0
56,11,3.0
56,12,3.0
56,13,3.0
56,14,3.0
56,15,3.0
56,16,3.0
56,17,3.0
56,18,3.0
56,19,3.0
56,20,3.0
56,21,3.0
56,22,3.0
56,23,3.0
56,24,3.0
56,25,3.0
