,userID,qID,ratings,questions,field
145,146,1,1.0,question1,TVL-ICT
146,147,1,3.0,question1,TVL-ICT
147,148,1,4.0,question1,TVL-ICT
148,149,1,2.0,question1,TVL-ICT
149,150,1,1.0,question1,TVL-ICT
150,151,1,1.0,question1,TVL-ICT
151,152,1,4.0,question1,TVL-ICT
152,153,1,2.0,question1,TVL-ICT
153,154,1,2.0,question1,TVL-ICT
154,155,1,2.0,question1,TVL-ICT
155,156,1,1.0,question1,TVL-ICT
156,157,1,1.0,question1,TVL-ICT
157,158,1,3.0,question1,TVL-ICT
158,159,1,1.0,question1,TVL-ICT
159,160,1,2.0,question1,TVL-ICT
160,161,1,3.0,question1,TVL-ICT
161,162,1,1.0,question1,TVL-ICT
162,163,1,3.0,question1,TVL-ICT
163,164,1,1.0,question1,TVL-ICT
164,165,1,1.0,question1,TVL-ICT
165,166,1,1.0,question1,TVL-ICT
166,167,1,3.0,question1,TVL-ICT
167,168,1,2.0,question1,TVL-ICT
168,169,1,2.0,question1,TVL-ICT
169,170,1,1.0,question1,TVL-ICT
170,171,1,3.0,question1,TVL-ICT
171,172,1,2.0,question1,TVL-ICT
172,173,1,2.0,question1,TVL-ICT
173,174,1,2.0,question1,TVL-ICT
174,175,1,3.0,question1,TVL-ICT
175,176,1,4.0,question1,TVL-ICT
176,177,1,2.0,question1,TVL-ICT
177,178,1,3.0,question1,TVL-ICT
178,179,1,2.0,question1,TVL-ICT
179,180,1,3.0,question1,TVL-ICT
180,181,1,1.0,question1,TVL-ICT
181,182,1,3.0,question1,TVL-ICT
182,183,1,3.0,question1,TVL-ICT
183,184,1,4.0,question1,TVL-ICT
184,185,1,3.0,question1,TVL-ICT
185,186,1,3.0,question1,TVL-ICT
186,187,1,4.0,question1,TVL-ICT
187,188,1,3.0,question1,TVL-ICT
188,189,1,3.0,question1,TVL-ICT
189,190,1,3.0,question1,TVL-ICT
190,191,1,3.0,question1,TVL-ICT
191,192,1,2.0,question1,TVL-ICT
192,193,1,4.0,question1,TVL-ICT
193,194,1,4.0,question1,TVL-ICT
194,195,1,4.0,question1,TVL-ICT
195,196,1,4.0,question1,TVL-ICT
196,197,1,3.0,question1,TVL-ICT
197,198,1,4.0,question1,TVL-ICT
198,199,1,2.0,question1,TVL-ICT
199,200,1,3.0,question1,TVL-ICT
200,201,1,4.0,question1,TVL-ICT
201,202,1,2.0,question1,TVL-ICT
202,203,1,3.0,question1,TVL-ICT
203,204,1,4.0,question1,TVL-ICT
204,205,1,4.0,question1,TVL-ICT
205,206,1,3.0,question1,TVL-ICT
206,207,1,3.0,question1,TVL-ICT
207,208,1,3.0,question1,TVL-ICT
208,209,1,4.0,question1,TVL-ICT
209,210,1,3.0,question1,TVL-ICT
210,211,1,4.0,question1,TVL-ICT
211,212,1,3.0,question1,TVL-ICT
212,213,1,2.0,question1,TVL-ICT
213,214,1,4.0,question1,TVL-ICT
214,215,1,4.0,question1,TVL-ICT
215,216,1,2.0,question1,TVL-ICT
216,217,1,3.0,question1,TVL-ICT
217,218,1,4.0,question1,TVL-ICT
218,219,1,5.0,question1,TVL-ICT
219,220,1,3.0,question1,TVL-ICT
220,221,1,3.0,question1,TVL-ICT
221,222,1,4.0,question1,TVL-ICT
222,223,1,3.0,question1,TVL-ICT
223,224,1,2.0,question1,TVL-ICT
224,225,1,4.0,question1,TVL-ICT
225,226,1,2.0,question1,TVL-ICT
226,227,1,5.0,question1,TVL-ICT
227,228,1,2.0,question1,TVL-ICT
228,229,1,2.0,question1,TVL-ICT
229,230,1,3.0,question1,TVL-ICT
230,231,1,1.0,question1,TVL-ICT
231,232,1,4.0,question1,TVL-ICT
232,233,1,4.0,question1,TVL-ICT
233,234,1,2.0,question1,TVL-ICT
234,235,1,4.0,question1,TVL-ICT
235,236,1,1.0,question1,TVL-ICT
236,237,1,3.0,question1,TVL-ICT
237,238,1,1.0,question1,TVL-ICT
238,239,1,2.0,question1,TVL-ICT
239,240,1,3.0,question1,TVL-ICT
240,241,1,2.0,question1,TVL-ICT
241,242,1,3.0,question1,TVL-ICT
242,243,1,2.0,question1,TVL-ICT
243,244,1,3.0,question1,TVL-ICT
244,245,1,3.0,question1,TVL-ICT
245,246,1,2.0,question1,TVL-ICT
246,247,1,4.0,question1,TVL-ICT
247,248,1,4.0,question1,TVL-ICT
248,249,1,2.0,question1,TVL-ICT
249,250,1,5.0,question1,TVL-ICT
250,251,1,5.0,question1,TVL-ICT
251,252,1,5.0,question1,TVL-ICT
252,253,1,4.0,question1,TVL-ICT
253,254,1,5.0,question1,TVL-ICT
254,255,1,4.0,question1,TVL-ICT
255,256,1,5.0,question1,TVL-ICT
256,257,1,5.0,question1,TVL-ICT
257,258,1,5.0,question1,TVL-ICT
258,259,1,5.0,question1,TVL-ICT
259,260,1,5.0,question1,TVL-ICT
260,261,1,5.0,question1,TVL-ICT
261,262,1,5.0,question1,TVL-ICT
262,263,1,5.0,question1,TVL-ICT
263,264,1,4.0,question1,TVL-ICT
264,265,1,3.0,question1,TVL-ICT
265,266,1,3.0,question1,TVL-ICT
266,267,1,3.0,question1,TVL-ICT
267,268,1,3.0,question1,TVL-ICT
268,269,1,3.0,question1,TVL-ICT
269,270,1,2.0,question1,TVL-ICT
270,271,1,4.0,question1,TVL-ICT
271,272,1,4.0,question1,TVL-ICT
272,273,1,4.0,question1,TVL-ICT
273,274,1,1.0,question1,TVL-ICT
274,275,1,3.0,question1,TVL-ICT
275,276,1,4.0,question1,TVL-ICT
276,277,1,2.0,question1,TVL-ICT
277,288,1,1.0,question1,TVL-ICT
278,279,1,3.0,question1,TVL-ICT
279,280,1,3.0,question1,TVL-ICT
280,281,1,2.0,question1,TVL-ICT
281,282,1,4.0,question1,TVL-ICT
282,283,1,2.0,question1,TVL-ICT
283,284,1,4.0,question1,TVL-ICT
284,285,1,3.0,question1,TVL-ICT
285,286,1,1.0,question1,TVL-ICT
286,287,1,3.0,question1,TVL-ICT
287,288,1,2.0,question1,TVL-ICT
288,289,1,4.0,question1,TVL-ICT
289,290,1,5.0,question1,TVL-ICT
290,291,1,5.0,question1,TVL-ICT
291,292,1,5.0,question1,TVL-ICT
292,293,1,4.0,question1,TVL-ICT
293,294,1,5.0,question1,TVL-ICT
294,295,1,5.0,question1,TVL-ICT
295,296,1,4.0,question1,TVL-ICT
296,297,1,5.0,question1,TVL-ICT
297,298,1,5.0,question1,TVL-ICT
298,299,1,5.0,question1,TVL-ICT
299,300,1,5.0,question1,TVL-ICT
300,2466,1,5.0,question1,TVL-ICT
301,1,2,4.0,question2,HUMSS
302,2,2,4.0,question2,HUMSS
303,3,2,4.0,question2,HUMSS
304,4,2,4.0,question2,HUMSS
305,5,2,4.0,question2,HUMSS
306,6,2,4.0,question2,HUMSS
307,7,2,4.0,question2,HUMSS
308,8,2,4.0,question2,HUMSS
309,9,2,4.0,question2,HUMSS
310,10,2,4.0,question2,HUMSS
311,11,2,4.0,question2,HUMSS
312,12,2,5.0,question2,HUMSS
313,13,2,4.0,question2,HUMSS
314,14,2,4.0,question2,HUMSS
315,15,2,4.0,question2,HUMSS
316,16,2,4.0,question2,HUMSS
317,17,2,3.0,question2,HUMSS
318,18,2,5.0,question2,HUMSS
319,19,2,4.0,question2,HUMSS
320,20,2,4.0,question2,HUMSS
321,21,2,4.0,question2,HUMSS
322,22,2,3.0,question2,HUMSS
323,23,2,3.0,question2,HUMSS
324,24,2,3.0,question2,HUMSS
325,25,2,5.0,question2,HUMSS
326,26,2,4.0,question2,HUMSS
327,27,2,3.0,question2,HUMSS
328,28,2,4.0,question2,HUMSS
329,29,2,4.0,question2,HUMSS
330,30,2,5.0,question2,HUMSS
331,31,2,4.0,question2,HUMSS
332,32,2,5.0,question2,HUMSS
333,33,2,4.0,question2,HUMSS
334,34,2,4.0,question2,HUMSS
335,35,2,3.0,question2,HUMSS
336,36,2,3.0,question2,HUMSS
337,37,2,4.0,question2,HUMSS
338,38,2,4.0,question2,HUMSS
339,39,2,4.0,question2,HUMSS
340,40,2,4.0,question2,HUMSS
341,41,2,5.0,question2,HUMSS
342,42,2,4.0,question2,HUMSS
343,43,2,5.0,question2,HUMSS
344,44,2,5.0,question2,HUMSS
345,45,2,4.0,question2,HUMSS
346,46,2,3.0,question2,HUMSS
347,47,2,4.0,question2,HUMSS
348,48,2,5.0,question2,HUMSS
349,49,2,4.0,question2,HUMSS
350,50,2,3.0,question2,HUMSS
351,51,2,4.0,question2,HUMSS
352,52,2,5.0,question2,HUMSS
353,53,2,3.0,question2,HUMSS
354,54,2,5.0,question2,HUMSS
355,55,2,4.0,question2,HUMSS
356,56,2,3.0,question2,HUMSS
357,57,2,4.0,question2,HUMSS
358,58,2,4.0,question2,HUMSS
359,59,2,5.0,question2,HUMSS
360,60,2,5.0,question2,HUMSS
361,61,2,5.0,question2,HUMSS
362,62,2,3.0,question2,HUMSS
363,63,2,3.0,question2,HUMSS
364,64,2,5.0,question2,HUMSS
365,65,2,4.0,question2,HUMSS
366,66,2,4.0,question2,HUMSS
367,67,2,3.0,question2,HUMSS
368,68,2,4.0,question2,HUMSS
369,69,2,4.0,question2,HUMSS
370,70,2,4.0,question2,HUMSS
371,71,2,5.0,question2,HUMSS
372,72,2,5.0,question2,HUMSS
373,73,2,3.0,question2,HUMSS
374,74,2,4.0,question2,HUMSS
375,75,2,3.0,question2,HUMSS
376,76,2,4.0,question2,HUMSS
377,77,2,4.0,question2,HUMSS
378,78,2,4.0,question2,HUMSS
379,79,2,4.0,question2,HUMSS
380,80,2,4.0,question2,HUMSS
381,81,2,4.0,question2,HUMSS
382,82,2,5.0,question2,HUMSS
383,83,2,3.0,question2,HUMSS
384,84,2,4.0,question2,HUMSS
385,85,2,1.0,question2,HUMSS
386,86,2,3.0,question2,HUMSS
387,87,2,4.0,question2,HUMSS
388,88,2,5.0,question2,HUMSS
389,89,2,5.0,question2,HUMSS
390,90,2,5.0,question2,HUMSS
391,91,2,3.0,question2,HUMSS
392,92,2,4.0,question2,HUMSS
393,93,2,5.0,question2,HUMSS
394,94,2,4.0,question2,HUMSS
395,95,2,4.0,question2,HUMSS
396,96,2,5.0,question2,HUMSS
397,97,2,4.0,question2,HUMSS
398,98,2,5.0,question2,HUMSS
399,99,2,5.0,question2,HUMSS
400,100,2,4.0,question2,HUMSS
401,101,2,4.0,question2,HUMSS
402,102,2,4.0,question2,HUMSS
403,103,2,4.0,question2,HUMSS
404,104,2,3.0,question2,HUMSS
405,105,2,4.0,question2,HUMSS
406,106,2,2.0,question2,HUMSS
407,107,2,2.0,question2,HUMSS
408,108,2,3.0,question2,HUMSS
409,109,2,4.0,question2,HUMSS
410,110,2,3.0,question2,HUMSS
411,111,2,5.0,question2,HUMSS
412,112,2,4.0,question2,HUMSS
413,113,2,3.0,question2,HUMSS
414,114,2,4.0,question2,HUMSS
415,115,2,4.0,question2,HUMSS
416,116,2,4.0,question2,HUMSS
417,117,2,4.0,question2,HUMSS
418,118,2,3.0,question2,HUMSS
419,119,2,3.0,question2,HUMSS
420,120,2,5.0,question2,HUMSS
421,121,2,3.0,question2,HUMSS
422,122,2,4.0,question2,HUMSS
423,123,2,4.0,question2,HUMSS
424,124,2,4.0,question2,HUMSS
425,125,2,3.0,question2,HUMSS
426,126,2,2.0,question2,HUMSS
427,127,2,4.0,question2,HUMSS
428,128,2,2.0,question2,HUMSS
429,129,2,4.0,question2,HUMSS
430,130,2,4.0,question2,HUMSS
431,131,2,2.0,question2,HUMSS
432,132,2,4.0,question2,HUMSS
433,133,2,1.0,question2,HUMSS
434,134,2,3.0,question2,HUMSS
435,135,2,4.0,question2,HUMSS
436,136,2,4.0,question2,HUMSS
437,137,2,5.0,question2,HUMSS
438,138,2,4.0,question2,HUMSS
439,139,2,2.0,question2,HUMSS
440,140,2,3.0,question2,HUMSS
441,141,2,2.0,question2,HUMSS
442,142,2,4.0,question2,HUMSS
443,143,2,4.0,question2,HUMSS
444,144,2,3.0,question2,HUMSS
445,145,2,4.0,question2,HUMSS
446,146,2,2.0,question2,HUMSS
447,147,2,4.0,question2,HUMSS
448,148,2,4.0,question2,HUMSS
449,149,2,4.0,question2,HUMSS
450,150,2,1.0,question2,HUMSS
451,151,2,3.0,question2,HUMSS
452,152,2,3.0,question2,HUMSS
453,153,2,1.0,question2,HUMSS
454,154,2,1.0,question2,HUMSS
455,155,2,2.0,question2,HUMSS
456,156,2,2.0,question2,HUMSS
457,157,2,2.0,question2,HUMSS
458,158,2,2.0,question2,HUMSS
459,159,2,5.0,question2,HUMSS
460,160,2,2.0,question2,HUMSS
461,161,2,3.0,question2,HUMSS
462,162,2,2.0,question2,HUMSS
463,163,2,3.0,question2,HUMSS
464,164,2,2.0,question2,HUMSS
465,165,2,2.0,question2,HUMSS
466,166,2,4.0,question2,HUMSS
467,167,2,3.0,question2,HUMSS
468,168,2,1.0,question2,HUMSS
469,169,2,3.0,question2,HUMSS
470,170,2,4.0,question2,HUMSS
471,171,2,3.0,question2,HUMSS
472,172,2,3.0,question2,HUMSS
473,173,2,3.0,question2,HUMSS
474,174,2,1.0,question2,HUMSS
475,175,2,2.0,question2,HUMSS
476,176,2,3.0,question2,HUMSS
477,177,2,1.0,question2,HUMSS
478,178,2,4.0,question2,HUMSS
479,179,2,3.0,question2,HUMSS
480,180,2,2.0,question2,HUMSS
481,181,2,2.0,question2,HUMSS
482,182,2,3.0,question2,HUMSS
483,183,2,4.0,question2,HUMSS
484,184,2,3.0,question2,HUMSS
485,185,2,2.0,question2,HUMSS
486,186,2,2.0,question2,HUMSS
487,187,2,4.0,question2,HUMSS
488,188,2,2.0,question2,HUMSS
489,189,2,3.0,question2,HUMSS
490,190,2,3.0,question2,HUMSS
491,191,2,2.0,question2,HUMSS
492,192,2,3.0,question2,HUMSS
493,193,2,3.0,question2,HUMSS
494,194,2,4.0,question2,HUMSS
495,195,2,3.0,question2,HUMSS
496,196,2,3.0,question2,HUMSS
497,197,2,2.0,question2,HUMSS
498,198,2,3.0,question2,HUMSS
499,199,2,3.0,question2,HUMSS
500,200,2,4.0,question2,HUMSS
501,201,2,4.0,question2,HUMSS
502,202,2,5.0,question2,HUMSS
503,203,2,4.0,question2,HUMSS
504,204,2,3.0,question2,HUMSS
505,205,2,4.0,question2,HUMSS
506,206,2,4.0,question2,HUMSS
507,207,2,2.0,question2,HUMSS
508,208,2,3.0,question2,HUMSS
509,209,2,4.0,question2,HUMSS
510,210,2,2.0,question2,HUMSS
511,211,2,4.0,question2,HUMSS
512,212,2,4.0,question2,HUMSS
513,213,2,4.0,question2,HUMSS
514,214,2,3.0,question2,HUMSS
515,215,2,4.0,question2,HUMSS
516,216,2,2.0,question2,HUMSS
517,217,2,4.0,question2,HUMSS
518,218,2,4.0,question2,HUMSS
519,219,2,4.0,question2,HUMSS
520,220,2,2.0,question2,HUMSS
521,221,2,3.0,question2,HUMSS
522,222,2,3.0,question2,HUMSS
523,223,2,4.0,question2,HUMSS
524,224,2,5.0,question2,HUMSS
525,225,2,2.0,question2,HUMSS
526,226,2,4.0,question2,HUMSS
527,227,2,3.0,question2,HUMSS
528,228,2,3.0,question2,HUMSS
529,229,2,2.0,question2,HUMSS
530,230,2,2.0,question2,HUMSS
531,231,2,4.0,question2,HUMSS
532,232,2,4.0,question2,HUMSS
533,233,2,3.0,question2,HUMSS
534,234,2,2.0,question2,HUMSS
535,235,2,3.0,question2,HUMSS
536,236,2,1.0,question2,HUMSS
537,237,2,3.0,question2,HUMSS
538,238,2,5.0,question2,HUMSS
539,239,2,2.0,question2,HUMSS
540,240,2,3.0,question2,HUMSS
541,241,2,1.0,question2,HUMSS
542,242,2,2.0,question2,HUMSS
543,243,2,3.0,question2,HUMSS
544,244,2,2.0,question2,HUMSS
545,245,2,3.0,question2,HUMSS
546,246,2,3.0,question2,HUMSS
547,247,2,4.0,question2,HUMSS
548,248,2,3.0,question2,HUMSS
549,249,2,3.0,question2,HUMSS
550,250,2,4.0,question2,HUMSS
551,251,2,4.0,question2,HUMSS
552,252,2,4.0,question2,HUMSS
553,253,2,3.0,question2,HUMSS
554,254,2,5.0,question2,HUMSS
555,255,2,3.0,question2,HUMSS
556,256,2,1.0,question2,HUMSS
557,257,2,4.0,question2,HUMSS
558,258,2,4.0,question2,HUMSS
559,259,2,4.0,question2,HUMSS
560,260,2,3.0,question2,HUMSS
561,261,2,4.0,question2,HUMSS
562,262,2,5.0,question2,HUMSS
563,263,2,2.0,question2,HUMSS
564,264,2,2.0,question2,HUMSS
565,265,2,3.0,question2,HUMSS
566,266,2,5.0,question2,HUMSS
567,267,2,5.0,question2,HUMSS
568,268,2,5.0,question2,HUMSS
569,269,2,4.0,question2,HUMSS
570,270,2,5.0,question2,HUMSS
571,271,2,5.0,question2,HUMSS
572,272,2,4.0,question2,HUMSS
573,273,2,5.0,question2,HUMSS
574,274,2,4.0,question2,HUMSS
575,275,2,5.0,question2,HUMSS
576,276,2,5.0,question2,HUMSS
577,277,2,5.0,question2,HUMSS
578,288,2,5.0,question2,HUMSS
579,279,2,4.0,question2,HUMSS
580,280,2,5.0,question2,HUMSS
581,281,2,5.0,question2,HUMSS
582,282,2,4.0,question2,HUMSS
583,283,2,5.0,question2,HUMSS
584,284,2,3.0,question2,HUMSS
585,285,2,2.0,question2,HUMSS
586,286,2,2.0,question2,HUMSS
587,287,2,4.0,question2,HUMSS
588,288,2,5.0,question2,HUMSS
589,289,2,5.0,question2,HUMSS
590,290,2,2.0,question2,HUMSS
591,291,2,4.0,question2,HUMSS
592,292,2,2.0,question2,HUMSS
593,293,2,3.0,question2,HUMSS
594,294,2,4.0,question2,HUMSS
595,295,2,3.0,question2,HUMSS
596,296,2,3.0,question2,HUMSS
597,297,2,4.0,question2,HUMSS
598,298,2,4.0,question2,HUMSS
599,299,2,4.0,question2,HUMSS
600,300,2,1.0,question2,HUMSS
601,2466,2,5.0,question2,HUMSS
602,1,3,5.0,question3,GAS
603,2,3,5.0,question3,GAS
604,3,3,4.0,question3,GAS
605,4,3,3.0,question3,GAS
606,5,3,3.0,question3,GAS
607,6,3,3.0,question3,GAS
608,7,3,5.0,question3,GAS
609,8,3,4.0,question3,GAS
610,9,3,4.0,question3,GAS
611,10,3,4.0,question3,GAS
612,11,3,4.0,question3,GAS
613,12,3,5.0,question3,GAS
614,13,3,4.0,question3,GAS
615,14,3,4.0,question3,GAS
616,15,3,4.0,question3,GAS
617,16,3,4.0,question3,GAS
618,17,3,4.0,question3,GAS
619,18,3,5.0,question3,GAS
620,19,3,4.0,question3,GAS
621,20,3,5.0,question3,GAS
622,21,3,3.0,question3,GAS
623,22,3,3.0,question3,GAS
624,23,3,2.0,question3,GAS
625,24,3,3.0,question3,GAS
626,25,3,3.0,question3,GAS
627,26,3,3.0,question3,GAS
628,27,3,3.0,question3,GAS
629,28,3,3.0,question3,GAS
630,29,3,4.0,question3,GAS
631,30,3,4.0,question3,GAS
632,31,3,4.0,question3,GAS
633,32,3,4.0,question3,GAS
634,33,3,4.0,question3,GAS
635,34,3,4.0,question3,GAS
636,35,3,4.0,question3,GAS
637,36,3,3.0,question3,GAS
638,37,3,3.0,question3,GAS
639,38,3,2.0,question3,GAS
640,39,3,3.0,question3,GAS
641,40,3,4.0,question3,GAS
642,41,3,3.0,question3,GAS
643,42,3,4.0,question3,GAS
644,43,3,5.0,question3,GAS
645,44,3,3.0,question3,GAS
646,45,3,4.0,question3,GAS
647,46,3,4.0,question3,GAS
648,47,3,4.0,question3,GAS
649,48,3,3.0,question3,GAS
650,49,3,3.0,question3,GAS
651,50,3,4.0,question3,GAS
652,51,3,4.0,question3,GAS
653,52,3,4.0,question3,GAS
654,53,3,5.0,question3,GAS
655,54,3,4.0,question3,GAS
656,55,3,3.0,question3,GAS
657,56,3,3.0,question3,GAS
658,57,3,4.0,question3,GAS
659,58,3,4.0,question3,GAS
660,59,3,5.0,question3,GAS
661,60,3,5.0,question3,GAS
662,61,3,4.0,question3,GAS
663,62,3,3.0,question3,GAS
664,63,3,4.0,question3,GAS
665,64,3,1.0,question3,GAS
666,65,3,4.0,question3,GAS
667,66,3,4.0,question3,GAS
668,67,3,3.0,question3,GAS
669,68,3,4.0,question3,GAS
670,69,3,3.0,question3,GAS
671,70,3,4.0,question3,GAS
672,71,3,5.0,question3,GAS
673,72,3,3.0,question3,GAS
674,73,3,4.0,question3,GAS
675,74,3,4.0,question3,GAS
676,75,3,4.0,question3,GAS
677,76,3,3.0,question3,GAS
678,77,3,4.0,question3,GAS
679,78,3,5.0,question3,GAS
680,79,3,4.0,question3,GAS
681,80,3,3.0,question3,GAS
682,81,3,4.0,question3,GAS
683,82,3,5.0,question3,GAS
684,83,3,3.0,question3,GAS
685,84,3,2.0,question3,GAS
686,85,3,1.0,question3,GAS
687,86,3,3.0,question3,GAS
688,87,3,4.0,question3,GAS
689,88,3,4.0,question3,GAS
690,89,3,4.0,question3,GAS
691,90,3,4.0,question3,GAS
692,91,3,4.0,question3,GAS
693,92,3,4.0,question3,GAS
694,93,3,4.0,question3,GAS
695,94,3,4.0,question3,GAS
696,95,3,4.0,question3,GAS
697,96,3,5.0,question3,GAS
698,97,3,3.0,question3,GAS
699,98,3,4.0,question3,GAS
700,99,3,3.0,question3,GAS
701,100,3,4.0,question3,GAS
702,101,3,4.0,question3,GAS
703,102,3,4.0,question3,GAS
704,103,3,4.0,question3,GAS
705,104,3,5.0,question3,GAS
706,105,3,3.0,question3,GAS
707,106,3,2.0,question3,GAS
708,107,3,2.0,question3,GAS
709,108,3,5.0,question3,GAS
710,109,3,4.0,question3,GAS
711,110,3,4.0,question3,GAS
712,111,3,5.0,question3,GAS
713,112,3,4.0,question3,GAS
714,113,3,3.0,question3,GAS
